MJD mag magerr band
57772.74609693 14.359 0.082 WISE_W1
57928.44128095 13.635 0.139 WISE_W2
57928.44128095 14.309 0.067 WISE_W1
57928.57231153 13.484 0.11 WISE_W2
57928.57231153 14.266 0.065 WISE_W1
57928.70321484 14.231 0.087 WISE_W1
57928.70321484 13.554 0.112 WISE_W2
57928.83411811 13.374 0.108 WISE_W2
57928.83411811 14.253 0.078 WISE_W1
57928.89956975 14.239 0.078 WISE_W1
57928.89956975 13.541 0.099 WISE_W2
57928.96502142 13.367 0.079 WISE_W2
57928.96502142 14.272 0.056 WISE_W1
57928.96514874 13.328 0.096 WISE_W2
57928.96514874 14.369 0.067 WISE_W1
57929.03060037 13.571 0.105 WISE_W2
57929.03060037 14.265 0.059 WISE_W1
57929.09605201 14.357 0.061 WISE_W1
57929.09605201 13.481 0.095 WISE_W2
57929.16150369 13.57 0.101 WISE_W2
57929.16150369 14.263 0.072 WISE_W1
57929.22695528 14.251 0.057 WISE_W1
57929.22695528 13.358 0.085 WISE_W2
57929.29240686 13.572 0.092 WISE_W2
57929.29240686 14.328 0.06 WISE_W1
57929.42331013 13.32 0.076 WISE_W2
57929.42331013 14.344 0.063 WISE_W1
57929.42343749 13.407 0.092 WISE_W2
57929.42343749 14.271 0.073 WISE_W1
57929.55434072 13.652 0.116 WISE_W2
57929.55434072 14.232 0.056 WISE_W1
57929.6852445 14.224 0.057 WISE_W1
57929.6852445 13.515 0.114 WISE_W2
57936.49399483 13.465 0.101 WISE_W2
57936.49399483 14.409 0.079 WISE_W1
57936.49412219 13.43 0.098 WISE_W2
57936.49412219 14.255 0.07 WISE_W1
57936.55957376 13.413 0.092 WISE_W2
57936.55957376 14.504 0.136 WISE_W1
58131.33556074 14.374 0.062 WISE_W1
58131.33556074 13.778 0.131 WISE_W2
58131.46646428 13.462 0.099 WISE_W2
58131.46646428 14.342 0.066 WISE_W1
58131.59736786 13.141 0.091 WISE_W2
58131.59736786 14.344 0.067 WISE_W1
58131.59749522 14.299 0.064 WISE_W1
58131.59749522 13.515 0.095 WISE_W2
58131.72839881 14.307 0.061 WISE_W1
58131.72839881 13.376 0.096 WISE_W2
58131.7938506 13.485 0.087 WISE_W2
58131.7938506 14.378 0.065 WISE_W1
58131.85930235 13.351 0.089 WISE_W2
58131.85930235 14.244 0.076 WISE_W1
58131.92475419 13.658 0.132 WISE_W2
58131.92475419 14.359 0.065 WISE_W1
58131.99020597 14.277 0.059 WISE_W1
58131.99020597 13.435 0.092 WISE_W2
58132.05565777 13.475 0.097 WISE_W2
58132.05565777 14.371 0.08 WISE_W1
58132.12110961 13.375 0.092 WISE_W2
58132.12110961 14.222 0.069 WISE_W1
58132.18656135 13.733 0.168 WISE_W2
58132.18656135 14.493 0.093 WISE_W1
