MJD mag magerr band
57814.98644517 14.127 0.069 WISE_W1
57814.98644517 13.781 0.13 WISE_W2
57815.05189712 14.111 0.053 WISE_W1
57815.05189712 14.189 0.203 WISE_W2
57815.11747641 14.219 0.059 WISE_W1
57815.11747641 14.114 0.148 WISE_W2
57815.18292836 14.12 0.057 WISE_W1
57815.18292836 13.855 0.121 WISE_W2
57815.24838029 14.096 0.06 WISE_W1
57815.24838029 14.05 0.167 WISE_W2
57815.31383223 15.804 0.215 WISE_W1
57815.31383223 15.322 0.437 WISE_W2
57815.31383223 14.27 0.076 WISE_W1
57815.31383223 13.988 0.134 WISE_W2
57815.37941153 14.013 0.141 WISE_W2
57815.37941153 14.128 0.067 WISE_W1
57815.44486352 13.815 0.151 WISE_W2
57815.44486352 14.273 0.058 WISE_W1
57815.51031546 13.909 0.132 WISE_W2
57815.51031546 14.145 0.053 WISE_W1
57815.57576735 13.81 0.122 WISE_W2
57815.57576735 14.014 0.061 WISE_W1
57815.57589476 14.0 0.152 WISE_W2
57815.57589476 14.223 0.056 WISE_W1
57815.70679863 14.061 0.179 WISE_W2
57815.70679863 14.115 0.058 WISE_W1
57815.83782988 13.629 0.107 WISE_W2
57815.83782988 14.175 0.062 WISE_W1
57815.96873385 13.702 0.1 WISE_W2
57815.96873385 14.186 0.055 WISE_W1
57981.60390435 13.852 0.122 WISE_W2
57981.60390435 14.387 0.066 WISE_W1
57981.73480756 14.157 0.082 WISE_W1
57981.73480756 13.852 0.148 WISE_W2
57981.86583811 13.67 0.114 WISE_W2
57981.86583811 14.209 0.055 WISE_W1
57981.99674137 13.992 0.176 WISE_W2
57981.99674137 14.208 0.053 WISE_W1
57982.06219299 13.994 0.173 WISE_W2
57982.06219299 14.226 0.055 WISE_W1
57982.12764461 13.977 0.174 WISE_W2
57982.12764461 14.173 0.09 WISE_W1
57982.19309619 14.467 0.075 WISE_W1
57982.19309619 13.886 0.17 WISE_W2
57982.25854777 14.185 0.058 WISE_W1
57982.25854777 14.105 0.152 WISE_W2
57982.32412675 13.873 0.175 WISE_W2
57982.32412675 14.124 0.061 WISE_W1
57982.38957837 14.449 0.062 WISE_W1
57982.38957837 13.845 0.134 WISE_W2
57982.58593372 14.184 0.053 WISE_W1
57982.58593372 14.582 0.262 WISE_W2
57982.58593372 15.428 0.129 WISE_W1
57982.58593372 14.045 0.17 WISE_W2
57982.71683692 14.298 0.058 WISE_W1
57982.71683692 13.888 0.148 WISE_W2
57982.84786743 14.173 0.053 WISE_W1
57982.84786743 13.886 0.131 WISE_W2
57982.97877073 14.162 0.052 WISE_W1
57982.97877073 13.665 0.116 WISE_W2
58178.72196806 13.896 0.14 WISE_W2
58178.72196806 14.197 0.053 WISE_W1
58178.85287238 15.493 0.14 WISE_W1
58178.85287238 13.779 0.123 WISE_W2
58178.85287238 14.203 0.057 WISE_W1
58178.9837767 13.739 0.123 WISE_W2
58178.9837767 14.254 0.057 WISE_W1
58179.11468102 13.828 0.168 WISE_W2
58179.11468102 14.223 0.057 WISE_W1
58179.18013308 13.835 0.139 WISE_W2
58179.18013308 15.674 0.16 WISE_W1
58179.18013308 14.2 0.054 WISE_W1
58179.24558524 14.159 0.053 WISE_W1
58179.24558524 13.946 0.153 WISE_W2
58179.31103735 14.163 0.056 WISE_W1
58179.31103735 13.81 0.124 WISE_W2
58179.3764895 14.145 0.162 WISE_W2
58179.3764895 15.67 0.184 WISE_W1
58179.3764895 14.246 0.076 WISE_W1
58179.44194167 13.636 0.142 WISE_W2
58179.44194167 14.127 0.051 WISE_W1
58179.50739383 14.177 0.054 WISE_W1
58179.50739383 15.201 0.408 WISE_W2
58179.50739383 15.668 0.167 WISE_W1
58179.50739383 13.689 0.117 WISE_W2
58179.57284594 14.07 0.058 WISE_W1
58179.57284594 13.676 0.134 WISE_W2
58179.63829804 14.18 0.058 WISE_W1
58179.63829804 13.613 0.173 WISE_W2
58179.70375021 14.132 0.061 WISE_W1
58179.70375021 13.724 0.143 WISE_W2
58179.83465448 13.842 0.125 WISE_W2
58179.83465448 14.246 0.066 WISE_W1
58179.9655588 14.203 0.196 WISE_W2
58179.9655588 14.291 0.06 WISE_W1
58180.09646311 13.736 0.124 WISE_W2
58180.09646311 14.263 0.056 WISE_W1
58186.38012039 14.976 0.356 WISE_W2
58186.38012039 15.572 0.145 WISE_W1
58186.38012039 14.313 0.057 WISE_W1
58186.38012039 13.902 0.127 WISE_W2
58341.98049156 14.246 0.068 WISE_W1
58341.98049156 13.904 0.144 WISE_W2
58341.98049156 15.291 0.419 WISE_W2
58341.98049156 15.338 0.144 WISE_W1
58341.98061888 13.739 0.118 WISE_W2
58341.98061888 14.197 0.059 WISE_W1
58342.11088542 14.15 0.061 WISE_W1
58342.11088542 13.892 0.128 WISE_W2
58342.11101279 14.258 0.057 WISE_W1
58342.11101279 14.006 0.129 WISE_W2
58342.242298 14.283 0.099 WISE_W1
58342.242298 14.006 0.158 WISE_W2
58342.37320122 14.159 0.053 WISE_W1
58342.37320122 13.745 0.106 WISE_W2
58342.43865288 13.912 0.221 WISE_W2
58342.43865288 14.09 0.063 WISE_W1
58342.50410454 14.349 0.059 WISE_W1
58342.50410454 13.781 0.166 WISE_W2
58342.56904674 14.0 0.199 WISE_W2
58342.56904674 14.288 0.063 WISE_W1
58342.63488039 13.636 0.115 WISE_W2
58342.63488039 14.339 0.066 WISE_W1
58342.700332 15.05 0.155 WISE_W1
58342.700332 14.589 0.313 WISE_W2
58342.700332 13.577 0.112 WISE_W2
58342.700332 14.121 0.095 WISE_W1
58342.76578366 13.731 0.105 WISE_W2
58342.76578366 14.211 0.054 WISE_W1
58342.83123522 14.089 0.197 WISE_W2
58342.83123522 14.15 0.058 WISE_W1
58342.89668689 13.845 0.122 WISE_W2
58342.89668689 14.16 0.052 WISE_W1
58342.96213854 14.28 0.057 WISE_W1
58342.96213854 13.872 0.222 WISE_W2
58343.02759015 14.196 0.084 WISE_W1
58343.02759015 13.841 0.109 WISE_W2
58343.09304181 13.833 0.135 WISE_W2
58343.09304181 14.155 0.054 WISE_W1
58343.22381771 14.223 0.056 WISE_W1
58343.22381771 13.519 0.114 WISE_W2
58343.35472094 14.1 0.056 WISE_W1
58343.35472094 14.136 0.212 WISE_W2
58350.15965363 13.848 0.149 WISE_W2
58350.15965363 14.245 0.068 WISE_W1
58350.15978095 13.872 0.143 WISE_W2
58350.15978095 14.26 0.055 WISE_W1
58545.821869 14.162 0.053 WISE_W1
58545.821869 13.922 0.124 WISE_W2
58545.95277257 13.713 0.111 WISE_W2
58545.95277257 14.16 0.058 WISE_W1
58546.08354877 13.729 0.119 WISE_W2
58546.08354877 14.188 0.059 WISE_W1
58546.08354877 15.184 0.426 WISE_W2
58546.08354877 15.793 0.176 WISE_W1
58546.21394294 14.276 0.062 WISE_W1
58546.21394294 13.756 0.121 WISE_W2
58546.279904 13.658 0.113 WISE_W2
58546.279904 14.266 0.06 WISE_W1
58546.34522845 14.198 0.088 WISE_W1
58546.34522845 13.727 0.134 WISE_W2
58546.34535576 13.989 0.137 WISE_W2
58546.34535576 14.067 0.061 WISE_W1
58546.41068021 14.16 0.056 WISE_W1
58546.41068021 13.706 0.108 WISE_W2
58546.47613192 14.132 0.057 WISE_W1
58546.47613192 13.8 0.133 WISE_W2
58546.54158368 14.204 0.056 WISE_W1
58546.54158368 15.884 0.267 WISE_W1
58546.54158368 14.56 0.321 WISE_W2
58546.54158368 13.724 0.142 WISE_W2
58546.60703545 14.245 0.057 WISE_W1
58546.60703545 13.883 0.15 WISE_W2
58546.67248721 14.272 0.058 WISE_W1
58546.67248721 13.934 0.142 WISE_W2
58546.67248721 15.321 0.125 WISE_W1
58546.73781161 13.908 0.136 WISE_W2
58546.73781161 14.125 0.054 WISE_W1
58546.80326337 13.912 0.127 WISE_W2
58546.80326337 14.222 0.057 WISE_W1
58546.93416693 14.174 0.163 WISE_W2
58546.93416693 14.179 0.074 WISE_W1
58547.06494314 14.26 0.066 WISE_W1
58547.06494314 14.281 0.233 WISE_W2
58547.19584661 14.123 0.18 WISE_W2
58547.19584661 14.221 0.057 WISE_W1
58605.90042820014 20.417999267578125 0.27268698811531067 ZTF_r
58605.90042820014 20.460629786759622 0.12190171217789023 ZTF_r
58605.90134260012 20.523609539922383 0.1278602934496861 ZTF_r
58605.984259299934 20.463058910176997 0.13301879958555674 ZTF_g
58606.80952550005 20.421600341796875 0.2419690042734146 ZTF_r
58607.861550900154 20.138793799190857 0.07814644837117016 ZTF_r
58607.878344899975 20.211257573489963 0.09591482502338866 ZTF_r
58607.9166203998 20.31250066373292 0.08734895839395472 ZTF_g
58607.93599539995 20.26860174374517 0.07802741936709162 ZTF_g
58608.81751159998 20.21190990639038 0.11062287761269078 ZTF_g
58608.84060190013 20.065475180399737 0.128229366999563 ZTF_r
58608.8577430998 20.009282196935466 0.1318020149739946 ZTF_r
58608.85913190013 19.991818557996673 0.11393290371424711 ZTF_r
58608.85913190013 20.04990005493164 0.22053399682044983 ZTF_r
58608.90226850007 20.268627648285438 0.09906928402447039 ZTF_g
58608.90317129996 20.186626304349222 0.08756006587291722 ZTF_g
58608.90317129996 20.152999877929688 0.20294800400733948 ZTF_g
58612.921157400124 19.69005216944253 0.051746325064606635 ZTF_r
58612.92206020001 19.886600494384766 0.18479199707508087 ZTF_r
58612.92206020001 19.82533278831152 0.06495256121576409 ZTF_r
58612.961655099876 19.800550698289015 0.0591688076429034 ZTF_r
58616.81910880003 19.302272620719613 0.08492933834311592 ZTF_i
58616.87710649986 19.334827430253682 0.04839072817761416 ZTF_r
58616.896620399784 19.425500869750977 0.13429400324821472 ZTF_r
58616.896620399784 19.334192891010765 0.04469060566644027 ZTF_r
58616.95565970009 19.439199447631836 0.1077520027756691 ZTF_g
58616.95565970009 19.41316535613688 0.04154066780410316 ZTF_g
58616.95657410007 19.43333310683235 0.04290949138354811 ZTF_g
58616.963078700006 19.46195000792248 0.04279873224260553 ZTF_g
58616.98438660009 19.413780115312456 0.0579637610913533 ZTF_g
58617.817870399915 19.203708052273356 0.057284437011062034 ZTF_r
58617.83787039993 19.164372833684165 0.056444926116038206 ZTF_r
58617.858657400124 19.310015339409325 0.06486095950931012 ZTF_r
58617.915439799894 19.384321241112694 0.05329776607733806 ZTF_g
58617.92019680003 19.269401759782077 0.04643436176339056 ZTF_g
58617.94291670015 19.394881537571656 0.03919382291080458 ZTF_g
58618.73391199997 19.438100814819336 0.1786080002784729 ZTF_r
58618.83649310004 19.188526146281927 0.10351680568615074 ZTF_r
58618.85668980004 19.230939241939307 0.06780592063584623 ZTF_r
58618.91961809993 19.04843475025393 0.11458288407250888 ZTF_g
58619.85039350018 19.19403255852979 0.12351079006066626 ZTF_r
58627.89560189983 18.73142688266699 0.03486753351176429 ZTF_r
58627.95391200017 18.774375704710213 0.0518836154035264 ZTF_i
58628.859606499784 18.765200939149025 0.03318370277477205 ZTF_r
58628.87633100012 18.69748519625789 0.03326587054112451 ZTF_r
58628.87633100012 18.7908992767334 0.07597800344228745 ZTF_r
58628.8772454001 18.724564897699178 0.03366371088139659 ZTF_r
58632.77392360009 18.646987435407404 0.029799924493191004 ZTF_r
58632.80057869991 18.740999221801758 0.0744979977607727 ZTF_r
58632.80057869991 18.678563797560994 0.030729675466170357 ZTF_r
58632.8015509001 18.683986105400216 0.03390277859669321 ZTF_r
58632.83052079985 18.659352966067715 0.03082315259619049 ZTF_r
58632.836655099876 18.649934968825267 0.025590369860533663 ZTF_g
58632.836655099876 18.66819953918457 0.08526699990034103 ZTF_g
58632.83755790023 18.638366840691972 0.02449581741658211 ZTF_g
58632.92513890006 18.66447030715675 0.02859167341406427 ZTF_g
58632.93900460005 18.768179058774976 0.03238634033416869 ZTF_g
58633.78305559978 18.593474200845975 0.04877009152088277 ZTF_i
58633.85364580015 19.717847461032946 0.061885860454320395 ZTF_r
58633.85409720009 19.745705470657647 0.0638687763803289 ZTF_r
58634.854062499944 19.71632462362141 0.058749544488898825 ZTF_r
58634.85451389989 19.606250544906942 0.056138714855984755 ZTF_r
58635.78569439985 18.549028926890767 0.02368386372554119 ZTF_r
58635.786608799826 18.509578655820143 0.023060014376030318 ZTF_r
58635.786608799826 18.63610076904297 0.06674399971961975 ZTF_r
58635.858124999795 18.59325473903754 0.025555453263605525 ZTF_r
58635.8790972 18.55578146435349 0.023369466629768503 ZTF_r
58635.92006940022 18.640300750732422 0.08245600014925003 ZTF_g
58635.92006940022 18.631985684416364 0.02438359955143541 ZTF_g
58635.9209838002 18.591279780345175 0.022955400605804317 ZTF_g
58635.942812500056 18.618346776504065 0.02503172739785493 ZTF_g
58635.97516199993 18.590587380905475 0.03804662388635366 ZTF_g
58636.79833329981 18.444619846639853 0.03667892597480562 ZTF_i
58637.766307900194 18.555535393746858 0.023642544531872426 ZTF_g
58637.8157060002 18.507828180223587 0.0246364340978823 ZTF_r
58637.83469909988 18.513404709497156 0.024510598379482402 ZTF_r
58637.941342600156 18.508734015450553 0.02471874133262184 ZTF_g
58638.76817130018 18.476782810170686 0.023577915001697546 ZTF_r
