MJD mag magerr band
59915.3432669308 17.7967 0.0175953 PS_i
59915.3313037306 17.7971 0.0175743 PS_i
59915.3193164606 17.8278 0.0229016 PS_i
59915.3073330574 17.8106 0.0209488 PS_i
59915.302317128 17.9328 0.0238618 PS_i
59915.291083382 17.8775 0.0231115 PS_i
59915.2798082147 17.8829 0.0257138 PS_i
59915.268573518 17.8834 0.0286296 PS_i
59832.5597163975 17.2565 0.0313012 PS_i
59832.5461805817 17.2891 0.0346612 PS_i
59832.5325840955 17.2635 0.0231268 PS_i
59531.2867787358 16.8317 0.0224521 PS_i
59531.2746212799 16.7953 0.0257169 PS_i
59531.2502487194 16.8692 0.0178827 PS_i
59531.2346457108 16.8701 0.0341591 PS_i
59531.2235854831 16.8043 0.0260808 PS_i
59531.2125275059 16.885 0.0210458 PS_i
59206.2873594654 20.6478 0.192718 PS_i
59206.2656091541 20.6195 0.165319 PS_i
59128.4017059329 20.8609 0.249116 PS_i
58745.5769822234 20.4677 0.189163 PS_i
59915.3432669308 17.7967 0.0175953 PS_i
59915.3313037306 17.7971 0.0175743 PS_i
59915.3193164606 17.8278 0.0229016 PS_i
59915.3073330574 17.8106 0.0209488 PS_i
59915.302317128 17.9328 0.0238618 PS_i
59915.291083382 17.8775 0.0231115 PS_i
59915.2798082147 17.8829 0.0257138 PS_i
59915.268573518 17.8834 0.0286296 PS_i
59832.5597163975 17.2565 0.0313012 PS_i
59832.5461805817 17.2891 0.0346612 PS_i
59832.5325840955 17.2635 0.0231268 PS_i
59531.2867787358 16.8317 0.0224521 PS_i
59531.2746212799 16.7953 0.0257169 PS_i
59531.2502487194 16.8692 0.0178827 PS_i
59531.2346457108 16.8701 0.0341591 PS_i
59531.2235854831 16.8043 0.0260808 PS_i
59531.2125275059 16.885 0.0210458 PS_i
59206.2873594654 20.6478 0.192718 PS_i
59206.2656091541 20.6195 0.165319 PS_i
59128.4017059329 20.8609 0.249116 PS_i
58745.5769822234 20.4677 0.189163 PS_i
59379.94530089991 16.822673635787403 0.013898818364593168 PS_i
59385.95052079996 16.82403468851072 0.014253988197872047 PS_i
59391.87907409994 16.772471744072345 0.020626960756750634 PS_i
59394.90679399995 16.637508978554887 0.015948863474980257 PS_i
59399.9488309999 16.68306848234192 0.013412727373651734 PS_i
59403.947453700006 16.641113314685125 0.0116894753971728 PS_i
59407.90828699991 16.649488219200606 0.012040634717600085 PS_i
59411.93292819988 16.656467286480893 0.01194913157808486 PS_i
59417.9075230998 16.633863265922198 0.019444255405288047 PS_i
59423.96986109996 16.580317410709494 0.031656480569090206 PS_i
59427.90815970022 16.639842965762078 0.011200732170692618 PS_i
59430.94650459988 16.734780706075668 0.010650959815038163 PS_i
59434.90341439983 16.695105758387697 0.01087752886923532 PS_i
59438.928611100186 16.73261127441129 0.011577701257312611 PS_i
59443.93468749989 16.72056650608767 0.01220449994349515 PS_i
59446.82369210012 16.84158384170263 0.0162146451649825 PS_i
59449.804571799934 16.78153604482779 0.016549698308825356 PS_i
59453.906122699846 16.786926471710593 0.012306536349921515 PS_i
59458.822743100114 16.818561912576456 0.012613842536548958 PS_i
59461.841574099846 16.794393314844797 0.012007400998253814 PS_i
59464.86840280006 16.787315255289492 0.012371693256934435 PS_i
59467.841898099985 16.80252142524464 0.011294780411951422 PS_i
59470.8515625 16.84986470469297 0.01216363937016851 PS_i
59473.91173609998 16.83259914573189 0.01301936049055108 PS_i
59476.86497690016 16.831973640926428 0.014825969905970737 PS_i
59479.81799770007 16.814865561862923 0.017335532556476352 PS_i
59483.81038190005 16.808925221944442 0.01807627258254385 PS_i
59487.80466439994 16.895975084868468 0.015193517324627592 PS_i
59491.822743100114 16.871278125100865 0.01416442005015206 PS_i
59496.851041700225 16.980039798129482 0.015379745154813662 PS_i
59502.800821799785 17.077963160747657 0.017726979770017692 PS_i
59505.82032410009 17.058331171161754 0.019226213015970828 PS_i
59509.797893499956 17.033311646486144 0.018852647272485257 PS_i
59512.764317099936 16.971215046554793 0.014787460527148966 PS_i
59517.810000000056 17.005435677662653 0.013740431624320593 PS_i
59520.82821760001 17.008710556737146 0.013481076886927568 PS_i
59523.67532410007 16.97945002654324 0.01329455122241896 PS_i
59526.783946800046 17.038552630624977 0.013514968607866606 PS_i
59529.79199070018 17.19369936587001 0.019468730240182808 PS_i
59532.65162040014 17.085814184630856 0.01639073163554272 PS_i
59540.77829860011 17.236577606110803 0.025859644420743066 PS_i
59550.702997699846 17.167766232037643 0.015446912456910766 PS_i
60295.3276095041 20.7109 0.335155 PS_w
60295.3022071418 20.7396 0.319074 PS_w
60295.2897206377 20.9212 0.339273 PS_w
60268.293498661 20.1957 0.149863 PS_w
60268.2815237027 20.2931 0.136618 PS_w
60268.2681424115 20.0905 0.104091 PS_w
60268.2515918877 20.5907 0.278133 PS_w
60266.3424722529 20.1285 0.0767968 PS_w
59869.4870607113 18.1076 0.0129837 PS_w
59869.4749575374 18.0753 0.0115512 PS_w
59869.4629070335 18.0856 0.0114088 PS_w
59869.4509195136 18.0765 0.0115264 PS_w
59111.473323624 21.281 0.284945 PS_w
58778.4655012527 20.0854 0.0566939 PS_w
58778.4543398758 20.2111 0.0657002 PS_w
58778.4431617661 20.1343 0.0595679 PS_w
58778.4319113615 20.2427 0.0638556 PS_w
60295.3276095041 20.7109 0.335155 PS_w
60295.3022071418 20.7396 0.319074 PS_w
60295.2897206377 20.9212 0.339273 PS_w
60268.293498661 20.1957 0.149863 PS_w
60268.2815237027 20.2931 0.136618 PS_w
60268.2681424115 20.0905 0.104091 PS_w
60268.2515918877 20.5907 0.278133 PS_w
60266.3424722529 20.1285 0.0767968 PS_w
59869.4870607113 18.1076 0.0129837 PS_w
59869.4749575374 18.0753 0.0115512 PS_w
59869.4629070335 18.0856 0.0114088 PS_w
59869.4509195136 18.0765 0.0115264 PS_w
59111.473323624 21.281 0.284945 PS_w
58778.4655012527 20.0854 0.0566939 PS_w
58778.4543398758 20.2111 0.0657002 PS_w
58778.4431617661 20.1343 0.0595679 PS_w
58778.4319113615 20.2427 0.0638556 PS_w
58121.918292525006 13.947330544270176 0.039388955252943364 WISE_W1
58322.31177972384 13.195909861666053 0.62696188648162 WISE_W1
58482.69763857166 13.797516512192837 0.03936651143068452 WISE_W1
58687.81407343036 13.824490647187293 0.20357443606800976 WISE_W1
58847.3202102325 13.765382279063347 0.05068711467177818 WISE_W1
59053.70427255077 13.741742369848224 0.05388229556308776 WISE_W1
59213.94947449929 13.743001977134988 0.07668927498652736 WISE_W1
59418.44073521999 12.381435706539284 0.04533711593862856 WISE_W1
59578.21455667923 12.008044622922688 0.020985201886683416 WISE_W1
59784.9991108675 12.04877874412281 0.027062355657813855 WISE_W1
59943.40605472905 12.21022000488349 0.023884453524864523 WISE_W1
60149.22947485667 12.835663262009518 0.036448807326928324 WISE_W1
58121.918292525006 13.29150700007197 0.08357191697049013 WISE_W2
58322.31177972384 13.15818646910009 0.24828655424277685 WISE_W2
58482.69763857166 13.121240584722 0.07202410861803313 WISE_W2
58687.81407343036 13.128757984365814 0.23266522546968016 WISE_W2
58847.3202102325 13.136853479821372 0.08544808365317484 WISE_W2
59053.70427255077 13.073889881700975 0.1161882781365287 WISE_W2
59213.94947449929 13.08134158158826 0.08327030609737765 WISE_W2
59418.44073521999 11.908680285837809 0.059811822256412225 WISE_W2
59578.21455667923 11.348101920750134 0.022591300624473135 WISE_W2
59784.9991108675 11.280448618347428 0.0312527498790106 WISE_W2
59943.40605472905 11.343261547519248 0.028767501820591544 WISE_W2
60149.22947485667 11.797083368644467 0.039643186327819706 WISE_W2
58894.6027199002 21.07430424221026 0.11770110240529519 ZTF_g
59385.92880789982 16.969100345195965 0.010974490654636071 ZTF_g
59387.89124999987 17.506376919879003 0.12748189240863184 ZTF_g
59391.94649309991 16.924902511587874 0.01411525175252848 ZTF_g
59393.87129630009 17.018362098213004 0.025205916444207332 ZTF_g
59395.93236109987 16.97178597941697 0.014420806974248634 ZTF_g
