 MJD mag magerr band
0 60243.57870965231 18.58067024230957 0.3031933605670929 UVOT_B
0 60248.67245949792 20.40773857116699 2.324350595474243 UVOT_B
0 60249.15127699143 18.70638168334961 0.4666835069656372 UVOT_B
0 60243.57797118738 19.08007667541504 0.6604067087173462 UVOT_U
0 60248.67207500579 19.998598556518555 2.142357587814331 UVOT_U
0 60243.585864895605 18.538811264038085 0.1502263993024826 UVOT_UVM2
0 60248.67612232557 19.074308929443358 0.30562424659729004 UVOT_UVM2
0 60249.16102216319 19.71063667297363 0.5091487765312195 UVOT_UVM2
0 60243.57652735589 18.350631942749022 0.25080740451812744 UVOT_UVM1
0 60248.90216171087 18.37031196594238 0.4246548116207123 UVOT_UVM1
0 60249.148406468856 18.545221557617186 0.5162339210510254 UVOT_UVM1
0 60243.58079071112 18.92605926513672 0.2486768364906311 UVOT_UVW2
0 60248.67352167199 19.00377227783203 0.335797518491745 UVOT_UVW2
0 60249.154106795024 19.00625946044922 0.39672818779945374 UVOT_UVW2
0 60249.15693742859 18.304441223144533 0.7118682861328125 UVOT_V
0 56792.78373188999 15.684710660840102 0.24197824741538673 WISE_W1
0 57521.59927643272 15.900271750072978 0.2559823405582618 WISE_W1
0 58053.88521485213 15.56513789609756 0.1877023398025364 WISE_W1
0 58252.98795967916 15.694960936867199 0.3493304309675866 WISE_W1
0 58617.10910407714 15.758894597627824 0.32577543285683974 WISE_W1
0 59144.96535933265 15.791207444644096 0.35044577326599324 WISE_W1
0 59348.49388076909 15.654687720232468 0.309885636062752 WISE_W1
0 59512.17669292364 15.362110109316546 0.2512842715411512 WISE_W1
0 59876.37044589 15.016739304929649 0.43983623057022303 WISE_W1
0 59712.58878931065 14.186003598478983 0.3111147412486625 WISE_W2
0 59455.73262730008 20.687604979440053 0.011008206218942718 ZTF_g
0 59459.81278940011 20.502451273463862 0.007288688501645879 ZTF_g
0 59461.73127309978 20.297228735415736 0.008690972668427221 ZTF_g
0 59463.7348495 20.02388699647044 0.004596974669832221 ZTF_g
0 59465.79953699978 19.978642637991786 0.005437697680269693 ZTF_g
0 59467.71096060006 19.75859537388742 0.004546064871817634 ZTF_g
0 59469.75120369997 19.76778176820322 0.002102538687253741 ZTF_g
0 59471.7565624998 19.737085694233436 0.009048589972053378 ZTF_g
0 59473.861817100085 19.456558983537967 0.004588208270272176 ZTF_g
0 59479.70197919989 19.037973734774397 0.0072387235205599865 ZTF_g
0 59484.70847220021 19.001152242939355 0.000583155918414846 ZTF_g
0 59486.71771989996 19.051858432296715 0.0011817274169629854 ZTF_g
0 59488.71109949984 19.00705832966173 0.0009992194485644035 ZTF_g
0 59497.65056709992 18.86494419117635 0.001219939561732275 ZTF_g
0 59504.71112270001 18.480243033172435 0.0025982641221578007 ZTF_g
0 59510.73236110015 18.420078241544218 0.0017883581731723552 ZTF_g
0 59517.66787040001 18.316651771928225 0.0002875827449901891 ZTF_g
0 59524.60759259993 18.3017513766378 0.00022876428456619635 ZTF_g
0 59527.64833329991 18.254803946156727 0.0003798536399024499 ZTF_g
0 59531.68920140015 18.231218122518953 0.0028638812443855244 ZTF_g
0 59532.673796299845 18.261299269009527 0.0014601683564059442 ZTF_g
0 59537.60305560008 17.946414192289794 0.00789875765418735 ZTF_g
0 59538.6823148001 18.09358611461341 0.0013373936041887191 ZTF_g
0 59540.60707180016 18.198815863038178 0.0007119325245987795 ZTF_g
0 59714.95921299979 18.820409420085944 0.006609266303060579 ZTF_g
0 59722.92199070007 18.8305842926304 0.0026038671445629546 ZTF_g
0 59722.957025500014 18.816703001285003 0.0014043792636826424 ZTF_g
0 59724.95972219994 18.827643643323718 0.001055505206894125 ZTF_g
0 59731.89850689983 18.92799142969504 0.002054074458019528 ZTF_g
0 59733.95747689996 18.970428239482917 0.0007038124575799998 ZTF_g
0 59737.93725690013 19.022200100484014 0.0008726118241639824 ZTF_g
0 59739.90309030004 18.956936754815693 0.0009462772604553749 ZTF_g
0 59743.92249999987 18.996490400355317 0.006546378196667035 ZTF_g
0 59750.91438659979 18.96362380392326 0.0022371518561286052 ZTF_g
0 59752.93921299977 18.846004782703666 0.0010409870405982957 ZTF_g
0 59755.91755789984 18.91868530060635 0.0007583809775297823 ZTF_g
0 59757.875949100126 18.949041597062394 0.0008722479358880264 ZTF_g
0 59757.91849539988 18.85438915115989 0.0006815987214565666 ZTF_g
0 59759.93386569992 18.907017183982948 0.0005799257683101189 ZTF_g
0 59761.920856500044 18.732087485088766 0.0006050287291845535 ZTF_g
0 59764.918263900094 18.924179957948656 0.0005107633447067883 ZTF_g
0 59766.91540510021 19.056057903394056 0.0007776163538952829 ZTF_g
0 59769.93928240007 19.054587561181975 0.0007211637778326008 ZTF_g
0 59771.877476899885 18.92692145890835 0.0023028468398145208 ZTF_g
0 59780.88483799994 18.930595827488972 0.0016686361319564469 ZTF_g
0 59782.81540510012 18.963931218516578 0.0013961182577819642 ZTF_g
0 59784.858067099936 18.921470361565234 0.000505436548278837 ZTF_g
0 59786.83565969998 19.07421016306161 0.0020060818058862395 ZTF_g
0 59790.83524309984 18.616983173201774 0.020745702466303584 ZTF_g
0 59800.858692099806 18.810937096521513 0.014813314868758809 ZTF_g
0 59805.916550899856 19.034850018813685 0.008846491636351317 ZTF_g
0 59809.83559030015 18.99964606844562 0.0017831325482315918 ZTF_g
0 59811.7725463002 19.10917616024836 0.0013040466438241083 ZTF_g
0 59813.8190394002 19.068700234721877 0.0014417160441002608 ZTF_g
0 59815.75189810013 19.0272407941647 0.0010656929565744377 ZTF_g
0 59817.79427079996 19.027904202379148 0.0008726863695809328 ZTF_g
0 59824.76325230021 19.04568182273642 0.0012111850252249923 ZTF_g
0 59826.81707180012 19.03729883269049 0.0010348071514023616 ZTF_g
0 59829.823356499895 19.385174052293017 0.022485996698042854 ZTF_g
0 59838.64978010021 19.20655587326945 0.0024579054900666364 ZTF_g
0 59841.71106480016 19.15670396433036 0.0010715387555855216 ZTF_g
0 59841.76243059989 19.139735184054917 0.0010201567657155408 ZTF_g
0 59846.743159700185 19.214468340225704 0.0012916762604895382 ZTF_g
0 59848.66277780011 19.32324348456775 0.0013661728629354997 ZTF_g
0 59850.6714931 19.22687669737431 0.001290811487098864 ZTF_g
0 59852.64930560021 19.29127030296177 0.0017818803017330964 ZTF_g
0 59854.7202198999 19.140592568850643 0.0008256530502261938 ZTF_g
0 59856.7334838002 19.287558346567824 0.006399423696182183 ZTF_g
0 59861.6900231 19.31561735662502 0.0132833688238847 ZTF_g
0 59866.71137729986 19.22678953485949 0.003291558591003607 ZTF_g
0 59869.62737269979 19.302735426154353 0.0021337393060036902 ZTF_g
0 59871.714838000014 19.231659573865592 0.0027034472647109453 ZTF_g
0 59873.69133100007 19.367532522570286 0.0025093353200009716 ZTF_g
0 59877.72951389989 19.314131867189467 0.00317297837356989 ZTF_g
0 59879.75009260001 19.334378830508214 0.0037359239660101906 ZTF_g
0 59881.62749999994 19.322097627395486 0.0021624516967726493 ZTF_g
0 59883.64942129981 19.412651496693933 0.00392779271155419 ZTF_g
0 59887.70091440016 19.236652718939894 0.012148156349324424 ZTF_g
0 59889.71274309978 19.639177656680896 0.025614205144130153 ZTF_g
0 59894.66987269977 19.27275303214068 0.008721931981384046 ZTF_g
0 59897.631713000126 19.530555102434906 0.0045900427779272945 ZTF_g
0 59901.60739579983 19.122705244257393 0.01293934493644322 ZTF_g
0 59903.677743100096 19.352063702108374 0.007389547168221711 ZTF_g
0 59905.60873840004 19.1850185107668 0.010549095579085233 ZTF_g
0 59907.6072338 19.405685069957322 0.00392524308798059 ZTF_g
0 59909.64876159979 19.465029967499643 0.005258054647171662 ZTF_g
0 60082.928379599936 19.70939666744837 0.00624163214694029 ZTF_g
0 60086.92466440005 19.855029171145684 0.0038306868785813464 ZTF_g
0 60097.92011569999 20.055796553745267 0.04640895657518129 ZTF_g
0 60099.941666699946 19.577988366196234 0.030593327190175046 ZTF_g
0 59461.8171064998 20.285044813497855 0.02430397845816934 PS_i
0 59464.689942100085 20.119934856812904 0.018366988176408583 PS_i
0 59467.81842589984 20.24530233047485 0.014965010844109727 PS_i
0 59471.66945599997 20.106572612069876 0.041029082571220954 PS_i
0 59477.693784699775 19.428474345930447 0.01509203486784827 PS_i
0 59484.78348380001 19.221744630182798 0.004080928268940909 PS_i
0 59487.79187500011 19.408376285901056 0.010916807891451441 PS_i
0 59505.62760420004 18.695956423175765 0.0025227933287901294 PS_i
0 59509.77553239977 18.94182688485224 0.005739356743768909 PS_i
0 59521.67415509978 18.831574821801823 0.0023549634618493798 PS_i
0 59524.69108799985 18.655043650685318 0.001388632145127744 PS_i
0 59527.68763889978 18.528631960944008 0.0016294522007989087 PS_i
0 59538.61440970004 18.393552458044933 0.0013971467254645376 PS_i
0 59542.629201400094 18.5583859468182 0.0016613799255349448 PS_i
0 59453.79696760001 21.278016073388343 0.0632323510902868 ZTF_r
0 59453.83230319992 20.804249272704837 0.0433868656848766 ZTF_r
0 59455.77456020005 21.180284135105182 0.05461608372023008 ZTF_r
0 59459.75427079992 20.696579504424253 0.01715326666117889 ZTF_r
0 59463.78714120016 20.41349691298143 0.010426354206410693 ZTF_r
0 59463.80575230019 20.54576896044268 0.012163352775553804 ZTF_r
0 59463.807164399885 20.544490113606493 0.012661132582747925 ZTF_r
0 59464.83285879996 20.4754669311736 0.016611670930501532 ZTF_r
0 59464.85362270009 20.425252561436487 0.015713907936982352 ZTF_r
0 59465.69365740009 20.08155173065796 0.00791858097401743 ZTF_r
0 59469.69332179986 20.011149094267914 0.007052360967158222 ZTF_r
0 59469.7725463002 19.866196274595264 0.004753387990128033 ZTF_r
0 59469.7730208002 19.825326463082874 0.003430345299184623 ZTF_r
0 59469.77349539986 19.872866535035882 0.0036736491757114464 ZTF_r
0 59469.773958299775 19.804833822978537 0.0030402046224047297 ZTF_r
0 59469.774432899896 19.87568871579005 0.0036925222894339527 ZTF_r
0 59469.7749073999 19.84355178859851 0.003517850772468023 ZTF_r
0 59469.775381899904 19.879890071790225 0.002859556335184976 ZTF_r
0 59469.77584489994 19.83559863466394 0.002824265446058405 ZTF_r
0 59469.77631939994 19.85705639836042 0.003335926948109247 ZTF_r
0 59469.77679400006 19.85739757359009 0.0033883939957277676 ZTF_r
0 59469.77725689998 19.88055122220803 0.003627295325172142 ZTF_r
0 59469.7777315001 19.775769691106863 0.002417805607558776 ZTF_r
0 59469.778194400016 19.95698935783169 0.004536259523444386 ZTF_r
0 59469.77866900014 19.878149878713156 0.0029412767287837482 ZTF_r
0 59469.77914350014 19.905834790418915 0.003497026083103094 ZTF_r
0 59469.779606500175 19.944448950945862 0.004149025419621921 ZTF_r
0 59469.78008100018 19.912611802122235 0.0031481651589153614 ZTF_r
0 59469.78055559984 19.836733714946167 0.002871129280247686 ZTF_r
0 59469.78103009984 19.88634766859668 0.0034357377583393856 ZTF_r
0 59469.78150459984 19.860731919788954 0.0027509153855032054 ZTF_r
0 59469.78196759988 19.964937824110034 0.003563434098614593 ZTF_r
0 59469.78244209988 19.78318718887339 0.00265443139380217 ZTF_r
0 59469.7829167 19.662331372831986 0.002353345085163383 ZTF_r
0 59469.78337959992 19.817255551514883 0.0029346679264889985 ZTF_r
0 59469.78385420004 19.72630370057159 0.0029120891329501575 ZTF_r
0 59469.78432870004 19.879575996257614 0.0032014388652825687 ZTF_r
0 59469.78480320005 19.866745355895148 0.0029914588564654565 ZTF_r
0 59469.78526620008 19.86786102129335 0.00364542119866762 ZTF_r
0 59469.785740700085 19.974005711404573 0.0040307000505208634 ZTF_r
0 59469.786215300206 19.875060747154713 0.003679083322298382 ZTF_r
0 59469.78667820012 19.943776365843608 0.0046347040129575134 ZTF_r
0 59469.78715279978 19.771532989416635 0.0028361272246826275 ZTF_r
0 59469.78762729978 19.755490057042223 0.002984891333200679 ZTF_r
0 59469.788090299815 19.90737376049176 0.0034990134766914593 ZTF_r
0 59469.78856479982 19.84246256804755 0.0037448068244643196 ZTF_r
0 59469.78903939994 19.84076568181245 0.003542137754731556 ZTF_r
0 59469.78950229986 19.982365974932033 0.004704037291293872 ZTF_r
0 59469.78997689998 19.84768444715492 0.0034569629676433067 ZTF_r
0 59469.79045139998 19.84349316708847 0.0036286400196221535 ZTF_r
0 59469.79092589999 19.939275913105355 0.004263198841792715 ZTF_r
0 59469.79140050011 19.908204332172954 0.0043002516821655234 ZTF_r
0 59469.79186340002 19.863626094298688 0.003593556324654301 ZTF_r
0 59469.79233800015 19.966485421623425 0.004233004036153787 ZTF_r
0 59469.79280090006 19.90980617058691 0.004060712035315106 ZTF_r
0 59469.79327550018 19.866265329276096 0.003401006458179978 ZTF_r
0 59469.793750000186 19.9778878803506 0.004533896838729845 ZTF_r
0 59469.79421300022 19.997364312709333 0.004001170918780161 ZTF_r
0 59469.79515049979 20.002308308237023 0.004003860057176567 ZTF_r
0 59469.7956249998 19.917843379588614 0.003924404845408347 ZTF_r
0 59469.7960994998 19.875541071473798 0.004317757165340552 ZTF_r
0 59469.79657409992 19.965776932715816 0.0045359121589516604 ZTF_r
0 59469.79703699984 19.705428018993913 0.0027272507298903292 ZTF_r
0 59469.79751159996 19.99966034533773 0.004881317885923053 ZTF_r
0 59469.79798609996 19.935062172009708 0.004082773244721949 ZTF_r
0 59469.7984491 19.876225162229765 0.0037599923413580427 ZTF_r
0 59469.7989236 19.97557908803934 0.00476502668012202 ZTF_r
0 59469.7993981 19.616651215844435 0.002257797436376663 ZTF_r
0 59469.79986110004 19.89041894600339 0.0041170873498970195 ZTF_r
0 59469.80033560004 19.850813837432124 0.0038879254089270177 ZTF_r
0 59469.80079860008 19.660198467163042 0.002757991751416 ZTF_r
0 59469.80127310008 19.770349452227514 0.0026692978614573093 ZTF_r
0 59469.8017477002 19.852309884282768 0.0035517003062324193 ZTF_r
0 59469.80222220021 19.867013567757397 0.003957435511267704 ZTF_r
0 59469.80269679986 19.967310324643634 0.004473422145727213 ZTF_r
0 59469.80317129986 19.854096521381397 0.003693098905154457 ZTF_r
0 59469.8036342999 19.773710789006024 0.0033488013574736186 ZTF_r
0 59469.8041087999 19.84860906427118 0.003695725865950905 ZTF_r
0 59469.804571799934 19.82447485742945 0.0031050812374751047 ZTF_r
0 59469.80504629994 20.089181719211727 0.005511670607928565 ZTF_r
0 59469.80552079994 19.738511166526827 0.003153474072473017 ZTF_r
0 59469.805995400064 19.845348843105835 0.0032526100346093045 ZTF_r
0 59469.80645829998 19.890046502846268 0.004278667096354383 ZTF_r
0 59469.8069329001 19.92056528794615 0.004191727745297413 ZTF_r
0 59469.807407400105 19.775023289678515 0.003099147014882675 ZTF_r
0 59469.80787040014 20.077112792169096 0.004812322802656865 ZTF_r
0 59469.80834490014 19.981088894414707 0.00431733255367206 ZTF_r
0 59469.80881940015 19.94887666277642 0.004445269342726377 ZTF_r
0 59469.8092939998 19.920866943908266 0.004284302712923349 ZTF_r
0 59469.80976849981 19.886696120273044 0.003825772273033934 ZTF_r
0 59469.81023149984 19.854538159705584 0.003999369957352172 ZTF_r
